,exchange,fsym,tsym,start,end
3906,Bitkub,ETH,THB,1571356800,1581206400
3907,Bitkub,ZIL,THB,1572134400,1581120000
3908,Bitkub,CVC,THB,1571356800,1581206400
3909,Bitkub,EVX,THB,1575244800,1581206400
3910,Bitkub,WAN,THB,1571356800,1581206400
3911,Bitkub,BCH,THB,1571356800,1581206400
3914,Bitlish,XMR,BTC,1513641600,1560643200
3916,Bitlish,BTC,EUR,1523491200,1581206400
3917,Bitlish,BTC,USD,1523664000,1580947200
3918,Bitlish,BTC,GBP,1532476800,1572048000
3919,Bitlish,BTC,RUB,1524096000,1581206400
3920,Bitlish,BTC,USDT,1543104000,1563667200
3921,Bitlish,BTC,JPY,1531872000,1558483200
3923,Bitlish,XRP,USDT,1544054400,1557705600
3924,Bitlish,XRP,EUR,1571356800,1579219200
3925,Bitlish,XRP,BTC,1521158400,1578528000
3926,Bitlish,BTG,BTC,1513728000,1560211200
3928,Bitlish,BTG,USDT,1540944000,1557792000
3934,Bitlish,HBZ,USD,1572652800,1572652800
3935,Bitlish,HBZ,EUR,1571443200,1573430400
3936,Bitlish,HBZ,BTC,1573171200,1573171200
3937,Bitlish,HBZ,ETH,1571529600,1573862400
3939,Bitlish,ZEC,USDT,1542931200,1547510400
3940,Bitlish,ZEC,USD,1520035200,1566259200
3942,Bitlish,ZEC,BTC,1519171200,1572393600
3944,Bitlish,XEM,ETH,1551830400,1556236800
3948,Bitlish,XEM,BTC,1532563200,1558051200
3949,Bitlish,XEM,USDT,1537574400,1556236800
3950,Bitlish,LTC,RUB,1572220800,1572220800
3951,Bitlish,LTC,USD,1521936000,1571788800
3952,Bitlish,LTC,BTC,1520294400,1570320000
3953,Bitlish,LTC,EUR,1517788800,1574899200
3955,Bitlish,LTC,USDT,1545004800,1549324800
3956,Bitlish,EOS,EUR,1574294400,1574294400
3958,Bitlish,DOGE,USDT,1550793600,1555804800
3960,Bitlish,ETH,EUR,1518220800,1573257600
3961,Bitlish,ETH,BTC,1521936000,1578441600
3962,Bitlish,ETH,USD,1522368000,1579737600
3963,Bitlish,ETH,USDT,1550448000,1557792000
3964,Bitlish,ETH,GBP,1531872000,1558483200
3965,Bitlish,ETH,RUB,1572048000,1572048000
3966,Bitlish,BCH,EUR,1518393600,1569628800
3967,Bitlish,BCH,USDT,1548806400,1556668800
3968,Bitlish,BCH,BTC,1519257600,1569715200
3970,Bitlish,DASH,USD,1518134400,1564444800
3972,Bitlish,DASH,EUR,1512000000,1566000000
3973,Bitlish,DASH,BTC,1516320000,1564358400
3974,Bitlish,DASH,USDT,1545609600,1549929600
3976,Bitlish,USDT,USD,1572048000,1572048000
3978,Bitlish,USDT,GBP,1572048000,1572048000
3980,Bitmex,XBTUSD,USD,1571356800,1581206400
3981,Bitso,BCH,BTC,1516233600,1581206400
3982,Bitso,BCH,MXN,1571356800,1581206400
3983,Bitso,BAT,BTC,1543622400,1581206400
3984,Bitso,BAT,MXN,1571356800,1581206400
3985,Bitso,XRP,BTC,1516233600,1581206400
3986,Bitso,XRP,MXN,1571356800,1581206400
3987,Bitso,MANA,BTC,1543622400,1581206400
3988,Bitso,MANA,MXN,1571356800,1581206400
3989,Bitso,LTC,MXN,1571356800,1581206400
3990,Bitso,LTC,BTC,1516233600,1581206400
3991,Bitso,BTC,MXN,1571356800,1581206400
3992,Bitso,ETH,MXN,1571356800,1581206400
3993,Bitso,ETH,BTC,1516233600,1581206400
3994,Bitso,GNT,BTC,1543622400,1581206400
3995,Bitso,GNT,MXN,1571356800,1581206400
3996,Bitso,TUSD,MXN,1571356800,1581206400
3997,Bitso,TUSD,BTC,1529107200,1581206400
3998,Bitstamp,XRP,EUR,1571356800,1581206400
3999,Bitstamp,XRP,BTC,1498348800,1581206400
4000,Bitstamp,XRP,USD,1484611200,1581206400
4001,Bitstamp,BTC,USD,1414108800,1581206400
4002,Bitstamp,BTC,EUR,1464998400,1581206400
4003,Bitstamp,ETH,BTC,1520467200,1581206400
4004,Bitstamp,ETH,EUR,1510185600,1581206400
4005,Bitstamp,ETH,USD,1510185600,1581206400
4006,Bitstamp,BCH,BTC,1514419200,1581206400
4007,Bitstamp,BCH,USD,1514419200,1581206400
4008,Bitstamp,BCH,EUR,1514419200,1581206400
4009,Bitstamp,LTC,EUR,1498348800,1581206400
4010,Bitstamp,LTC,USD,1498348800,1581206400
4011,Bitstamp,LTC,BTC,1498348800,1581206400
4012,Bitstamp,EUR,USD,1571356800,1581206400
4019,Blackturtle,TN,BTC,1572652800,1580083200
4020,Blackturtle,TN,LTC,1576281600,1577664000
4021,Blackturtle,TN,WAVES,1571356800,1581206400
4022,Blackturtle,WGR,TN,1576972800,1576972800
4028,Blackturtle,WAVES,BTC,1539820800,1579910400
4031,Blackturtle,DOGE,BTC,1535760000,1538179200
4033,Blackturtle,DOGE,TN,1572048000,1580601600
4035,Blackturtle,DASH,TN,1576627200,1576627200
4037,Blackturtle,DASH,BTC,1539820800,1542240000
4039,Blackturtle,ETH,TN,1575504000,1581206400
4041,Blackturtle,BCH,TN,1576454400,1577664000
4096,Bleutrade,LTC,ETH,1512086400,1563494400
4097,Bleutrade,LTC,BTC,1494892800,1581206400
4099,Bleutrade,LTC,USDT,1526083200,1581206400
4108,Bleutrade,VET,ETH,1525824000,1551571200
4109,Bleutrade,VET,USDT,1526169600,1538956800
4110,Bleutrade,VET,BTC,1525651200,1540252800
4164,Bleutrade,QTUM,ETH,1514505600,1563494400
4165,Bleutrade,QTUM,USDT,1526083200,1563494400
4166,Bleutrade,QTUM,BTC,1514332800,1563753600
4173,Bleutrade,DCR,BTC,1494892800,1563840000
4178,Bleutrade,BCH,BTC,1501718400,1580860800
4180,Bleutrade,BCH,USDT,1525996800,1581120000
4181,Bleutrade,BCH,ETH,1512000000,1580256000
4182,Bleutrade,DASH,BTC,1494892800,1572480000
4183,Bleutrade,DASH,USDT,1526083200,1572134400
4184,Bleutrade,DASH,ETH,1512000000,1572307200
4208,Bleutrade,DOGE,BTC,1494892800,1563840000
4209,Bleutrade,DOGE,ETH,1512000000,1567123200
4210,Bleutrade,DOGE,USDT,1526083200,1563840000
4218,Bleutrade,WAVES,BTC,1553817600,1563840000
4219,Bleutrade,WAVES,ETH,1553817600,1563062400
4235,Bleutrade,ETH,USDT,1526083200,1581206400
4236,Bleutrade,ETH,BTC,1494892800,1581206400
4254,Bleutrade,NBC,ETH,1571356800,1581033600
4255,Bleutrade,NBC,USDT,1571356800,1581206400
4256,Bleutrade,NBC,BTC,1571356800,1581120000
4273,Bleutrade,BTG,ETH,1511913600,1563753600
4274,Bleutrade,BTG,BTC,1508371200,1565222400
4275,Bleutrade,BTG,USDT,1526083200,1567209600
4290,Bleutrade,BTC,USDT,1525996800,1581206400
4302,Braziliex,BCH,USDT,1526601600,1541980800
4303,Braziliex,BCH,BRL,1571356800,1581206400
4304,Braziliex,BCH,BTC,1521763200,1580774400
4305,Braziliex,ETH,USDT,1525910400,1553817600
4306,Braziliex,ETH,BRL,1571356800,1581206400
4307,Braziliex,ETH,BTC,1524096000,1581206400
4309,Braziliex,GNT,BTC,1520812800,1580169600
4310,Braziliex,DCR,BRL,1571356800,1581206400
4311,Braziliex,DCR,BTC,1522713600,1580083200
4314,Braziliex,EOS,BTC,1524614400,1553817600
4316,Braziliex,GMR,BTC,1572220800,1580428800
4318,Braziliex,LTC,BRL,1571356800,1581206400
4319,Braziliex,LTC,USDT,1525910400,1553817600
4320,Braziliex,LTC,BTC,1523577600,1581033600
4321,Braziliex,BTG,BTC,1519257600,1553817600
4323,Braziliex,BTC,USDT,1525910400,1553817600
4324,Braziliex,BTC,BRL,1571356800,1581206400
4326,Braziliex,SNGLS,BTC,1523664000,1581206400
4331,Braziliex,XRP,BTC,1524096000,1580860800
4332,Braziliex,XRP,USDT,1525910400,1553817600
4333,Braziliex,XRP,BRL,1571356800,1581206400
4337,Braziliex,XMR,BTC,1519689600,1553817600
4338,Braziliex,BRZX,BTC,1571356800,1581033600
4339,Braziliex,ZEC,BTC,1519862400,1581206400
4340,Braziliex,ZEC,BRL,1571356800,1581206400
4341,Braziliex,ETC,BTC,1525132800,1553817600
4342,Braziliex,ETC,USDT,1525910400,1538697600
4344,Braziliex,TRX,BTC,1524096000,1553817600
4349,Braziliex,USDT,BRL,1571356800,1581206400
4350,Braziliex,BNB,USDT,1525996800,1536192000
4351,Braziliex,BNB,BTC,1522713600,1553817600
4353,Braziliex,TUSD,BRL,1571356800,1581206400
4359,Braziliex,OMG,BTC,1519603200,1580860800
4360,Braziliex,OMG,BRL,1571356800,1581206400
4363,Braziliex,DASH,BRL,1571356800,1581206400
4364,Braziliex,DASH,USDT,1525910400,1553817600
4365,Braziliex,DASH,BTC,1520553600,1581033600
4366,Braziliex,ZRX,BRL,1580169600,1581206400
4370,Buda,LTC,PEN,1571356800,1581206400
4371,Buda,LTC,BTC,1527638400,1581120000
4372,Buda,LTC,CLP,1571356800,1581206400
4373,Buda,LTC,ARS,1571356800,1580515200
4375,Buda,BCH,PEN,1571356800,1581206400
4376,Buda,BCH,ARS,1571961600,1580428800
4377,Buda,BCH,BTC,1525564800,1581120000
4378,Buda,BCH,CLP,1571356800,1581206400
4380,Buda,BTC,ARS,1571356800,1581120000
4381,Buda,BTC,COP,1571356800,1581206400
4382,Buda,BTC,PEN,1571356800,1581206400
4383,Buda,BTC,CLP,1571356800,1581206400
4384,Buda,ETH,CLP,1571356800,1581206400
4385,Buda,ETH,ARS,1571875200,1581120000
4386,Buda,ETH,COP,1575936000,1581206400
4387,Buda,ETH,BTC,1525824000,1581120000
4388,Buda,ETH,PEN,1571356800,1581206400
4389,CBX,GRIN,BTC,1571356800,1580342400
4390,CBX,GRIN,USDT,1571356800,1580342400
4391,CBX,ETH,USDT,1543622400,1580342400
4392,CBX,ETH,BTC,1543622400,1580342400
4393,CBX,ETC,BTC,1543708800,1553817600
4394,CBX,ETC,USDT,1543795200,1553817600
4395,CBX,XRP,USDT,1543795200,1580342400
4396,CBX,XRP,BTC,1546041600,1580342400
4397,CBX,MGGT,BTC,1571356800,1580342400
4398,CBX,BCH,USDT,1543622400,1580342400
4399,CBX,BCH,BTC,1543622400,1580342400
4400,CBX,EOS,ETH,1543622400,1580342400
4401,CBX,EOS,USDT,1543622400,1580342400
4402,CBX,EOS,BTC,1543622400,1580342400
4403,CBX,NEO,USDT,1543795200,1580342400
4404,CBX,NEO,BTC,1543622400,1553817600
4405,CBX,LTC,BTC,1543795200,1580342400
4406,CBX,LTC,USDT,1543795200,1580342400
4408,CBX,BSV,USDT,1571356800,1580342400
4409,CBX,BSV,BTC,1571356800,1580342400
4412,CBX,QTUM,BTC,1543708800,1553817600
4413,CBX,QTUM,USDT,1543795200,1580342400
4414,CBX,BTC,USDT,1543622400,1580342400
4415,CBX,ZEC,BTC,1543622400,1580342400
4417,Catex,TYPE,ETH,1571443200,1571788800
4421,Catex,OMG,ETH,1539993600,1571875200
4422,Catex,OMG,BTC,1540252800,1571875200
4424,Catex,7E,ETH,1574899200,1574899200
4425,Catex,QTUM,USDT,1540771200,1571875200
4426,Catex,QTUM,ETH,1540771200,1571875200
4427,Catex,QTUM,BTC,1540771200,1571875200
4428,Catex,MAPR,BTC,1571356800,1571875200
4429,Catex,MAPR,ETH,1571356800,1571875200
4430,Catex,BTC,USDT,1540771200,1571875200
4431,Catex,LTC,USDT,1540771200,1571875200
4432,Catex,LTC,BTC,1540771200,1571875200
4433,Catex,LTC,ETH,1540771200,1571875200
4436,Catex,DASH,BTC,1540771200,1571875200
4437,Catex,DASH,ETH,1540771200,1571875200
4438,Catex,DASH,USDT,1540771200,1571875200
4439,Catex,NYE,ETH,1571443200,1571875200
4440,Catex,NYE,BTC,1571356800,1571788800
4441,Catex,ZEC,ETH,1571356800,1571875200
4442,Catex,ZEC,BTC,1571356800,1571875200
4443,Catex,ZEC,USDT,1571356800,1571875200
4444,Catex,XRP,USDT,1571356800,1571875200
4445,Catex,XRP,BTC,1571356800,1571875200
4446,Catex,XRP,ETH,1571356800,1571875200
4447,Catex,DOGE,BTC,1540598400,1571875200
4448,Catex,DOGE,ETH,1540252800,1553817600
4449,Catex,DOGE,USDT,1539561600,1553817600
4452,Catex,HOLO,BTC,1571443200,1571529600
4454,Catex,XLM,BTC,1571356800,1571875200
4455,Catex,XLM,USDT,1571356800,1571875200
4456,Catex,XLM,ETH,1571356800,1571875200
4460,Catex,TRX,USDT,1571356800,1571875200
4461,Catex,TRX,ETH,1571356800,1571875200
4462,Catex,TRX,BTC,1571356800,1571875200
4469,Catex,EOS,USDT,1571356800,1571875200
4470,Catex,EOS,BTC,1571356800,1571875200
4471,Catex,EOS,ETH,1571356800,1571875200
4472,Catex,ZRX,ETH,1571356800,1571875200
4473,Catex,ZRX,BTC,1571356800,1571875200
4474,Catex,ETC,ETH,1540771200,1571875200
4475,Catex,ETC,USDT,1540771200,1571875200
4476,Catex,ETC,BTC,1540771200,1571875200
4480,Catex,BTT,BTC,1571616000,1571616000
4481,Catex,BTT,ETH,1571356800,1571875200
4482,Catex,BTT,USDT,1571356800,1571875200
4483,Catex,ROX,ETH,1571356800,1571875200
4484,Catex,ROX,BTC,1571356800,1571875200
4485,Catex,LINK,BTC,1571356800,1571875200
4486,Catex,LINK,ETH,1571356800,1571875200
4487,Catex,MATIC,ETH,1571356800,1571875200
4488,Catex,MATIC,BTC,1571356800,1571788800
4491,Catex,BAT,BTC,1571356800,1571875200
4492,Catex,BAT,ETH,1571356800,1571875200
4493,Catex,ETH,USDT,1540771200,1571875200
4494,Catex,ETH,BTC,1540771200,1571875200
4495,Catex,HET,BTC,1571529600,1571529600
4496,Catex,HET,ETH,1571529600,1571529600
4499,Catex,NEO,USDT,1571356800,1571875200
4500,Catex,NEO,BTC,1571356800,1571875200
4501,Catex,NEO,ETH,1571356800,1571875200
4502,Catex,MMO,ETH,1571529600,1571529600
4503,Catex,MMO,BTC,1571529600,1571529600
4504,Catex,CREDIT,BTC,1571356800,1571875200
4505,Catex,CREDIT,ETH,1571356800,1571875200
4506,Catex,ZIL,ETH,1540598400,1571875200
4507,Catex,ZIL,BTC,1540684800,1571875200
4508,Catex,CATT,ETH,1571356800,1571875200
4509,Catex,CATT,BTC,1571356800,1571875200
4510,Catex,CATT,USDT,1571356800,1571875200
4511,Catex,BCH,BTC,1540771200,1571875200
4512,Catex,BCH,ETH,1540771200,1571875200
4513,Catex,BCH,USDT,1540771200,1571875200
4516,Catex,IOST,ETH,1540684800,1571875200
4517,Catex,IOST,BTC,1540598400,1571875200
4518,Catex,RKN,ETH,1580688000,1580688000
4520,Cexio,BCH,EUR,1515024000,1581206400
4521,Cexio,BCH,BTC,1514332800,1581206400
4522,Cexio,BCH,GBP,1571356800,1581206400
4523,Cexio,BCH,USD,1514419200,1581206400
4524,Cexio,XLM,BTC,1520121600,1581206400
4525,Cexio,XLM,EUR,1571356800,1581206400
4526,Cexio,XLM,USD,1571356800,1581206400
4528,Cexio,DOGE,BTC,1423440000,1450137600
4533,Cexio,ZEC,BTC,1514937600,1570060800
4534,Cexio,ZEC,USD,1515110400,1568678400
4535,Cexio,ETH,EUR,1515110400,1581206400
4536,Cexio,ETH,GBP,1515024000,1581206400
4537,Cexio,ETH,USD,1460505600,1581206400
4538,Cexio,ETH,BTC,1460505600,1581206400
4539,Cexio,XRP,EUR,1571356800,1581206400
4540,Cexio,XRP,BTC,1515110400,1581206400
4541,Cexio,XRP,USD,1515110400,1581206400
4542,Cexio,LTC,EUR,1423440000,1581206400
4543,Cexio,LTC,BTC,1423440000,1581206400
4544,Cexio,LTC,USD,1423440000,1581206400
4547,Cexio,BTC,USD,1423440000,1581206400
4548,Cexio,BTC,RUB,1514764800,1581206400
4549,Cexio,BTC,GBP,1515024000,1581206400
4550,Cexio,BTC,EUR,1423440000,1581206400
4551,Cexio,DASH,BTC,1515024000,1581206400
4552,Cexio,DASH,USD,1515110400,1581206400
4554,Cexio,DASH,EUR,1514937600,1581206400
4559,Cexio,BTG,EUR,1571356800,1581206400
4560,Cexio,BTG,USD,1515110400,1581206400
4561,Cexio,BTG,BTC,1515024000,1581206400
4563,Cexio,DGB,BTC,1423440000,1450137600
4571,CoinBene,HT,USDT,1574208000,1581120000
4572,CoinBene,CONI,USDT,1571356800,1581206400
4576,CoinBene,ABBC,BTC,1571356800,1581206400
4577,CoinBene,ABBC,USDT,1574208000,1581206400
4578,CoinBene,EBC,ETH,1571529600,1581206400
4579,CoinBene,EBC,USDT,1571529600,1581206400
4580,CoinBene,EBC,BTC,1572134400,1581120000
4581,CoinBene,COSM,BTC,1571788800,1579910400
4582,CoinBene,COSM,ETH,1571702400,1576022400
4583,CoinBene,ZEC,USDT,1579478400,1581120000
4584,CoinBene,ZEC,BTC,1571356800,1581120000
4585,CoinBene,STQ,BTC,1572048000,1575849600
4587,CoinBene,FTN,USDT,1571356800,1581120000
4588,CoinBene,FTN,BTC,1571356800,1581120000
4589,CoinBene,CTXC,ETH,1571356800,1581033600
4590,CoinBene,MOAC,USDT,1571356800,1581206400
4591,CoinBene,CNN,BTC,1571616000,1581206400
4592,CoinBene,CNN,USDT,1571356800,1581206400
4593,CoinBene,CNN,ETH,1571702400,1581120000
4594,CoinBene,HNB,USDT,1574812800,1581206400
4595,CoinBene,STORJ,BTC,1571356800,1581120000
4598,CoinBene,ODC,USDT,1574208000,1581120000
4599,CoinBene,QTUM,BTC,1531958400,1581120000
4600,CoinBene,QTUM,USDT,1530144000,1581120000
4601,CoinBene,KNT,ETH,1571356800,1580342400
4602,CoinBene,ABT,ETH,1571961600,1581120000
4603,CoinBene,ABT,USDT,1571702400,1581120000
4604,CoinBene,BSV,USDT,1571356800,1581120000
4605,CoinBene,BSV,BTC,1579478400,1581120000
4606,CoinBene,XRP,USDT,1530144000,1581120000
4607,CoinBene,XRP,BTC,1571356800,1581120000
4608,CoinBene,XRP,BRL,1573776000,1579478400
4609,CoinBene,SCIA,BTC,1571356800,1581206400
4610,CoinBene,GVT,BTC,1571356800,1581120000
4612,CoinBene,APL,ETH,1571356800,1581206400
4613,CoinBene,SKB,BTC,1571356800,1581120000
4614,CoinBene,EMT,USDT,1571356800,1581206400
4615,CoinBene,EOS,USDT,1530144000,1581120000
4616,CoinBene,EOS,BTC,1571356800,1581120000
4617,CoinBene,EOS,BRL,1579651200,1580860800
4618,CoinBene,FXT,ETH,1572307200,1581206400
4619,CoinBene,SKYM,USDT,1572048000,1579305600
4622,CoinBene,VOLLAR,USDT,1571356800,1573776000
4623,CoinBene,ETH,USDT,1530144000,1581120000
4624,CoinBene,ETH,BTC,1530144000,1581120000
4625,CoinBene,ETH,BRL,1572220800,1578441600
4626,CoinBene,BNB,USDT,1574208000,1581120000
4627,CoinBene,KBC,USDT,1571356800,1581206400
4628,CoinBene,KBC,BTC,1571356800,1581206400
4629,CoinBene,VEEN,BTC,1571356800,1581206400
4630,CoinBene,ACDC,USDT,1571356800,1581206400
4631,CoinBene,ACDC,BTC,1571356800,1581206400
4632,CoinBene,EPT,ETH,1578614400,1578614400
4633,CoinBene,MXM,USDT,1571356800,1581206400
4634,CoinBene,MXM,ETH,1571356800,1581033600
4635,CoinBene,KST,BTC,1572739200,1580947200
4636,CoinBene,YTA,USDT,1571356800,1581206400
4637,CoinBene,CBFT,USDT,1574380800,1581120000
4639,CoinBene,MPL,BTC,1575590400,1581120000
4640,CoinBene,TMTG,BTC,1571356800,1581206400
4641,CoinBene,FTT,BTC,1574812800,1581033600
4643,CoinBene,AIDOC,BTC,1571356800,1581206400
4645,CoinBene,SMART,USDT,1571356800,1581206400
4646,CoinBene,SMART,BRL,1571443200,1575417600
4647,CoinBene,NEO,BTC,1530316800,1581120000
4648,CoinBene,NEO,USDT,1531872000,1581120000
4649,CoinBene,LTC,USDT,1530144000,1581120000
4650,CoinBene,LTC,BRL,1571875200,1579824000
4651,CoinBene,LTC,BTC,1530144000,1581120000
4652,CoinBene,BTC,BRL,1571356800,1581033600
4653,CoinBene,BTC,USDT,1530144000,1581120000
4654,CoinBene,LOOM,BTC,1571356800,1581120000
4655,CoinBene,IVY,ETH,1572652800,1581033600
4657,CoinBene,BNT,BTC,1571356800,1581120000
4658,CoinBene,SRCOIN,BTC,1571356800,1581206400
4659,CoinBene,SRCOIN,ETH,1571356800,1580256000
4660,CoinBene,OVC,ETH,1571616000,1580515200
4661,CoinBene,ZAT,ETH,1571356800,1580947200
4664,CoinBene,ALX,ETH,1571788800,1580947200
4666,CoinBene,CMT,ETH,1571616000,1577664000
4667,CoinBene,CMT,USDT,1571616000,1572393600
4668,CoinBene,GETX,ETH,1571702400,1580947200
4669,CoinBene,ALGO,USDT,1571443200,1575158400
4670,CoinBene,SMARTUP,USDT,1571356800,1581206400
4671,CoinBene,SMARTUP,ETH,1571356800,1581206400
4672,CoinBene,B91,USDT,1571356800,1573776000
4673,CoinBene,BAT,BTC,1571356800,1581120000
4674,CoinBene,BSTN,ETH,1571443200,1580774400
4675,CoinBene,VBT,USDT,1574208000,1578441600
4676,CoinBene,XSR,USDT,1571356800,1581120000
4677,CoinBene,AE,BTC,1571356800,1581120000
4678,CoinBene,AE,USDT,1571356800,1581206400
4679,CoinBene,GSTT,USDT,1573603200,1573776000
4680,CoinBene,MT,ETH,1572480000,1580601600
4681,CoinBene,MT,USDT,1572220800,1581033600
4683,CoinBene,MVL,ETH,1571356800,1581120000
4684,CoinBene,OMG,BTC,1543622400,1581120000
4685,CoinBene,OMG,USDT,1530057600,1551225600
4686,CoinBene,ETN,BRL,1571356800,1575590400
4687,CoinBene,ETN,BTC,1571356800,1581206400
4688,CoinBene,SKM,ETH,1571356800,1581120000
4690,CoinBene,ALI,ETH,1571788800,1579996800
4691,CoinBene,HDAC,BTC,1571443200,1581206400
4693,CoinBene,KUE,BTC,1573776000,1575504000
4694,CoinBene,KUE,ETH,1573776000,1575244800
4695,CoinBene,B2G,BTC,1571356800,1575590400
4696,CoinBene,TRUE,ETH,1571875200,1581206400
4697,CoinBene,DTA,ETH,1578009600,1578960000
4698,CoinBene,FND,ETH,1571702400,1580774400
4700,CoinBene,HPT,ETH,1572825600,1580860800
4701,CoinBene,ECA,BTC,1571356800,1580947200
4702,CoinBene,XLM,BTC,1543622400,1581120000
4703,CoinBene,ETK,BTC,1571961600,1580774400
4704,CoinBene,REP,BTC,1545436800,1581120000
4705,CoinBene,OMX,ETH,1571356800,1581033600
4707,CoinBene,XNK,ETH,1571443200,1580774400
4708,CoinBene,ETC,BRL,1572739200,1580083200
4709,CoinBene,ETC,USDT,1530144000,1581120000
4710,CoinBene,ETC,BTC,1571356800,1581120000
4712,CoinBene,CUST,USDT,1571356800,1581206400
4713,CoinBene,TEN,ETH,1571443200,1580860800
4714,CoinBene,TEN,BTC,1571443200,1581206400
4715,CoinBene,PLAY,BTC,1574985600,1581033600
4716,CoinBene,AIT,USDT,1571443200,1581206400
4718,CoinBene,ADI,ETH,1578009600,1580515200
4719,CoinBene,BTT,USDT,1571356800,1576886400
4720,CoinBene,USDT,BRL,1571788800,1580169600
4721,CoinBene,MIB,BTC,1571356800,1581206400
4722,CoinBene,CREDO,ETH,1571443200,1578787200
4723,CoinBene,DDAM,USDT,1571356800,1576281600
4724,CoinBene,DDAM,ETH,1571356800,1576281600
4725,CoinBene,BOA,USDT,1577923200,1581206400
4726,CoinBene,LAMB,USDT,1571356800,1581120000
4729,CoinBene,TSL,BTC,1571443200,1575849600
4730,CoinBene,GLDR,ETH,1573430400,1575590400
4731,CoinBene,XMR,BTC,1543622400,1581120000
4732,CoinBene,PSM,BTC,1572825600,1581206400
4733,CoinBene,PPT,BTC,1571356800,1581120000
4734,CoinBene,DASH,USDT,1579478400,1581120000
4735,CoinBene,POLY,BTC,1571356800,1581206400
4736,CoinBene,ADK,BTC,1574208000,1581120000
4738,CoinBene,CXP,BTC,1577232000,1579996800
4739,CoinBene,BAAS,BTC,1571356800,1581206400
4740,CoinBene,SENC,ETH,1571443200,1578528000
4741,CoinBene,MINX,ETH,1571616000,1581120000
4742,CoinBene,MINX,BTC,1571356800,1581206400
4743,CoinBene,IOST,BTC,1571356800,1581120000
4744,CoinBene,TOSC,BTC,1571356800,1581206400
4745,CoinBene,TCT,BTC,1571443200,1581033600
4746,CoinBene,CENT,BTC,1571356800,1581206400
4748,CoinBene,PMA,ETH,1571443200,1581206400
4749,CoinBene,ELF,BTC,1571356800,1581120000
4750,CoinBene,TRX,BTC,1545177600,1581120000
4751,CoinBene,TRX,USDT,1529971200,1581120000
4752,CoinBene,CPC,BTC,1571356800,1581206400
4753,CoinBene,VME,ETH,1574812800,1581206400
4754,CoinBene,VME,BTC,1575849600,1581206400
4755,CoinBene,UNICORN,USDT,1574294400,1581206400
4756,CoinBene,UTNP,BTC,1573344000,1580947200
4757,CoinBene,DCT,BTC,1571788800,1575504000
4759,CoinBene,NCASH,BTC,1572825600,1575244800
4760,CoinBene,BCH,USDT,1529971200,1581120000
4761,CoinBene,ISR,BTC,1573084800,1575158400
4762,CoinBene,ISR,ETH,1572393600,1580428800
4763,CoinBene,POLL,BTC,1578614400,1581206400
4765,CoinBene,LUC,ETH,1572220800,1581033600
4766,CoinBene,AIPE,USDT,1573776000,1581120000
4768,CoinBene,NOBS,BTC,1571443200,1581206400
4769,CoinBene,NTY,ETH,1571356800,1581120000
4771,CoinBene,NBAI,ETH,1571356800,1581206400
4772,CoinBene,HTDF,USDT,1580688000,1581206400
4773,CoinBene,LINK,BTC,1571356800,1581120000
4774,CoinBene,CRDTS,ETH,1571875200,1581206400
4775,CoinBene,CRDTS,USDT,1571356800,1581120000
4776,CoinBene,W12,ETH,1571356800,1581206400
4777,CoinBene,W12,BTC,1571356800,1581206400
4778,CoinBene,CVC,BTC,1571356800,1581206400
4780,CoinBene,PAX,USDT,1571356800,1581120000
4781,CoinBene,GUSD,USDT,1574035200,1577404800
4783,CoinBene,LATX,BTC,1572048000,1579392000
4785,CoinBene,GRIN,BTC,1572220800,1574035200
4786,CoinBene,PAT,ETH,1571356800,1581206400
4787,CoinBene,NPXS,USDT,1571443200,1581206400
4788,CoinBene,NPXS,ETH,1571443200,1581206400
4790,CoinBene,CEDEX,ETH,1573603200,1579564800
4791,CoinBene,WFX,BTC,1571356800,1581033600
4793,CoinBene,ECP,BTC,1576195200,1581120000
4794,CoinBene,CAN,ETH,1574467200,1580515200
4795,CoinBene,AION,BTC,1571356800,1581120000
4796,CoinBene,SHE,BTC,1571356800,1580515200
4797,CoinBene,MTN,ETH,1571529600,1581120000
4799,CoinBene,TEMCO,USDT,1571529600,1581206400
4800,CoinBene,LUX,BTC,1571356800,1581206400
4801,CoinBene,BETHER,ETH,1571702400,1581206400
4802,CoinBene,RBTC,BTC,1571788800,1579564800
4803,CoinBene,BEZ,BTC,1577145600,1581120000
4805,CoinBene,ZRX,BTC,1571356800,1581120000
4806,CoinBene,RIF,BTC,1571356800,1581206400
4807,CoinBene,BTNT,BTC,1571356800,1581120000
4808,CoinBene,MTC,BTC,1572048000,1580860800
4809,CoinBene,DOCK,ETH,1575158400,1575158400
4810,CoinBene,ATX,BTC,1571356800,1581206400
4813,CoinBene,DGD,BTC,1571356800,1581206400
4815,CoinBene,KMD,BTC,1571356800,1581120000
4816,CoinBene,CCC,ETH,1571356800,1581206400
4817,CoinBene,ABYSS,ETH,1572220800,1579996800
4818,CoinBene,YAP,USDT,1574640000,1581206400
4819,CoinBene,YAP,BTC,1574640000,1581206400
4820,CoinBene,DENT,BTC,1573171200,1581033600
4821,CoinBene,ADN,BTC,1571356800,1581206400
4822,CoinBene,QKC,BTC,1571356800,1581206400
4823,CoinBene,CXCELL,USDT,1571788800,1573776000
4824,CoinBene,BU,ETH,1571875200,1575849600
4825,CoinBene,PAL,ETH,1572652800,1574899200
